timestamp,fec,hyb,vmm,temperature
2026-07-09 10:32:26,0,6,0,28.1081
2026-07-09 10:32:26,0,6,1,24.8649
2026-07-09 10:32:26,0,7,0,34.5946
2026-07-09 10:32:26,0,7,1,29.7297
2026-07-09 10:32:28,0,0,0,27.5676
2026-07-09 10:32:28,0,0,1,24.3243
2026-07-09 10:32:28,0,1,0,29.1892
2026-07-09 10:32:28,0,1,1,27.5676
2026-07-09 10:32:28,0,2,0,28.6486
2026-07-09 10:32:28,0,2,1,25.9459
2026-07-09 10:32:28,0,3,0,28.6486
2026-07-09 10:32:28,0,3,1,24.3243
2026-07-09 10:32:28,0,4,0,28.6486
2026-07-09 10:32:28,0,4,1,28.1081
2026-07-09 10:32:28,0,5,0,29.7297
2026-07-09 10:32:28,0,5,1,28.1081
2026-07-09 10:32:28,0,6,0,28.1081
2026-07-09 10:32:28,0,6,1,24.8649
2026-07-09 10:32:28,0,7,0,34.5946
2026-07-09 10:32:28,0,7,1,29.7297
2026-07-09 10:32:30,0,0,0,27.5676
2026-07-09 10:32:30,0,0,1,24.3243
2026-07-09 10:32:30,0,1,0,29.1892
2026-07-09 10:32:30,0,1,1,27.5676
2026-07-09 10:32:30,0,2,0,28.6486
2026-07-09 10:32:30,0,2,1,25.9459
2026-07-09 10:32:30,0,3,0,28.6486
2026-07-09 10:32:30,0,3,1,24.3243
2026-07-09 10:32:30,0,4,0,28.6486
2026-07-09 10:32:30,0,4,1,28.1081
2026-07-09 10:32:30,0,5,0,29.7297
2026-07-09 10:32:30,0,5,1,28.1081
2026-07-09 10:32:30,0,6,0,28.1081
2026-07-09 10:32:30,0,6,1,24.8649
2026-07-09 10:32:30,0,7,0,34.0541
2026-07-09 10:32:30,0,7,1,29.7297
2026-07-09 10:32:32,0,0,0,27.5676
2026-07-09 10:32:32,0,0,1,24.3243
2026-07-09 10:32:32,0,1,0,29.1892
2026-07-09 10:32:32,0,1,1,27.5676
2026-07-09 10:32:32,0,2,0,28.6486
2026-07-09 10:32:32,0,2,1,25.9459
2026-07-09 10:32:32,0,3,0,28.6486
2026-07-09 10:32:32,0,3,1,24.3243
2026-07-09 10:32:32,0,4,0,28.6486
2026-07-09 10:32:32,0,4,1,28.1081
2026-07-09 10:32:32,0,5,0,29.7297
2026-07-09 10:32:32,0,5,1,28.1081
2026-07-09 10:32:32,0,6,0,28.1081
2026-07-09 10:32:32,0,6,1,24.8649
2026-07-09 10:32:32,0,7,0,34.5946
2026-07-09 10:32:32,0,7,1,29.7297
2026-07-09 10:32:34,0,0,0,27.5676
2026-07-09 10:32:34,0,0,1,24.3243
2026-07-09 10:32:34,0,1,0,29.1892
2026-07-09 10:32:34,0,1,1,27.5676
2026-07-09 10:32:34,0,2,0,28.6486
2026-07-09 10:32:34,0,2,1,25.9459
2026-07-09 10:32:34,0,3,0,28.6486
2026-07-09 10:32:34,0,3,1,24.3243
2026-07-09 10:32:34,0,4,0,28.6486
2026-07-09 10:32:34,0,4,1,28.1081
2026-07-09 10:32:34,0,5,0,29.7297
2026-07-09 10:32:34,0,5,1,28.1081
2026-07-09 10:32:34,0,6,0,28.1081
2026-07-09 10:32:34,0,6,1,24.8649
2026-07-09 10:32:34,0,7,0,34.5946
2026-07-09 10:32:34,0,7,1,29.7297
2026-07-09 10:32:36,0,0,0,27.5676
2026-07-09 10:32:36,0,0,1,24.3243
2026-07-09 10:32:36,0,1,0,29.1892
2026-07-09 10:32:36,0,1,1,27.5676
2026-07-09 10:32:36,0,2,0,29.1892
2026-07-09 10:32:36,0,2,1,25.9459
2026-07-09 10:32:36,0,3,0,28.6486
2026-07-09 10:32:36,0,3,1,23.7838
2026-07-09 10:32:36,0,4,0,28.6486
2026-07-09 10:32:36,0,4,1,28.1081
2026-07-09 10:32:36,0,5,0,29.7297
2026-07-09 10:32:36,0,5,1,28.1081
2026-07-09 10:32:36,0,6,0,28.1081
2026-07-09 10:32:36,0,6,1,24.8649
2026-07-09 10:32:36,0,7,0,34.5946
2026-07-09 10:32:36,0,7,1,29.7297
2026-07-09 10:32:38,0,0,0,27.5676
2026-07-09 10:32:38,0,0,1,24.3243
2026-07-09 10:32:38,0,1,0,29.1892
2026-07-09 10:32:38,0,1,1,27.5676
2026-07-09 10:32:38,0,2,0,28.6486
2026-07-09 10:32:38,0,2,1,25.9459
2026-07-09 10:32:38,0,3,0,28.6486
2026-07-09 10:32:38,0,3,1,24.3243
2026-07-09 10:32:38,0,4,0,28.6486
2026-07-09 10:32:38,0,4,1,27.5676
2026-07-09 10:32:38,0,5,0,29.7297
2026-07-09 10:32:38,0,5,1,28.1081
2026-07-09 10:32:38,0,6,0,28.1081
2026-07-09 10:32:38,0,6,1,24.8649
2026-07-09 10:32:38,0,7,0,34.5946
2026-07-09 10:32:38,0,7,1,29.7297
2026-07-09 10:32:40,0,0,0,27.5676
2026-07-09 10:32:40,0,0,1,24.3243
2026-07-09 10:32:40,0,1,0,29.1892
2026-07-09 10:32:40,0,1,1,27.5676
2026-07-09 10:32:40,0,2,0,28.6486
2026-07-09 10:32:40,0,2,1,25.9459
2026-07-09 10:32:40,0,3,0,28.6486
2026-07-09 10:32:40,0,3,1,24.3243
2026-07-09 10:32:40,0,4,0,28.6486
2026-07-09 10:32:40,0,4,1,28.1081
2026-07-09 10:32:40,0,5,0,29.7297
2026-07-09 10:32:40,0,5,1,28.1081
2026-07-09 10:32:40,0,6,0,28.1081
2026-07-09 10:32:40,0,6,1,24.8649
2026-07-09 10:32:40,0,7,0,34.5946
2026-07-09 10:32:40,0,7,1,29.7297
2026-07-09 10:32:42,0,0,0,27.5676
2026-07-09 10:32:42,0,0,1,24.3243
2026-07-09 10:32:42,0,1,0,29.1892
2026-07-09 10:32:42,0,1,1,27.5676
2026-07-09 10:32:42,0,2,0,28.6486
2026-07-09 10:32:42,0,2,1,25.9459
2026-07-09 10:32:42,0,3,0,28.6486
2026-07-09 10:32:42,0,3,1,23.7838
2026-07-09 10:32:42,0,4,0,28.6486
2026-07-09 10:32:42,0,4,1,28.1081
2026-07-09 10:32:42,0,5,0,29.7297
2026-07-09 10:32:42,0,5,1,28.1081
2026-07-09 10:32:42,0,6,0,28.1081
2026-07-09 10:32:42,0,6,1,24.8649
2026-07-09 10:32:42,0,7,0,34.0541
